-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     0,21     2,58     2,94     2,10     0,98    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     0,70     3,00     3,38     3,38     3,38     2,98     0,15    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,23     2,72     3,38     2,17    -0,11     0,17     3,29     1,19    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     1,58     3,38     2,42    -0,26    -0,36     0,82     3,38     2,33    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,02     3,07     3,38     1,16    -0,36    -0,36     1,92     3,38     3,25     2,60     0,14    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     0,29     3,38     3,19     0,11    -0,36    -0,36     1,32     3,00     3,38     3,38     2,05    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     0,23     3,31     3,29     0,63    -0,36    -0,36    -0,23     0,96     3,38     3,38     2,27    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     2,20     3,38     3,31     2,48     2,48     2,78     3,38     3,38     3,32     1,19    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     0,14     1,82     3,35     3,36     3,25     3,29     3,38     3,38     1,66    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     0,96     0,76    -0,36     0,82     3,38     3,06     0,29    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     0,82     3,38     2,48    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     0,82     3,38     2,47    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     2,01     3,38     2,47    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
-0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36     3,26     3,38     2,20    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    -0,36    
