-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40     0,27     0,27     0,27     0,27     0,27     0,27     0,27     0,03    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40     0,03     1,84     2,56     3,23     3,22     3,22     3,22     3,23     3,22     3,22     2,02    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,03     2,66     3,22     3,22     1,90     1,89     1,77     1,07     2,75     3,22     3,22     2,73    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,03     1,87     0,93     0,44    -0,40    -0,40    -0,40    -0,03     2,76     3,23     3,02    -0,05    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40     0,03     0,98     2,66     3,02     3,23     1,64    -0,10    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,33     0,54     1,73     2,99     3,22     2,95     1,92     0,74    -0,35    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40     0,27     3,22     3,22     3,23     2,24    -0,22    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40     1,06     2,33     3,23     3,23     2,99     1,79     0,24    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,36    -0,08     1,24     2,56     3,22     3,10     0,76    -0,33    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,28     0,86     2,76     3,23     1,47    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40     0,33     1,76    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40     0,80     2,75     1,71    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40     1,79     2,07    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40     0,45     2,76     1,71    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40     0,83     3,16     0,68    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,33     1,34     3,23     2,20    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40     0,14     2,46     2,56     0,77    -0,16    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,22     2,14     3,22     3,23     0,64    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40     1,10     3,22     3,22     2,96     1,99     0,93     0,93     0,93     0,93     0,93     1,41     2,24     2,77     3,22     2,73     1,07    -0,32    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40     0,57     2,87     3,23     3,23     3,23     3,25     3,23     3,23     3,23     3,25     3,05     2,12     0,44    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
-0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,19     0,64     1,24     1,24     1,24     1,96     1,94     1,24    -0,08    -0,13    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    -0,40    
