-0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    
-0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    
-0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    
-0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    
-0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    
-0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    
-0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,06     0,08     0,08     0,01    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    
-0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,16     0,97     2,08     2,26     2,78     2,99     2,98     2,87     2,17     1,05     0,20    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    
-0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,32     1,25     2,99     2,98     2,98     2,98     2,98     2,99     1,84     1,76     2,71     2,98     2,71     1,06    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    
-0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,42    -0,10     2,73     2,99     3,01     1,81     0,80     0,28     0,82     2,03    -0,42    -0,42    -0,32     1,58     3,01     2,99     1,21    -0,42    -0,42    -0,42    -0,42    -0,42    
