-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,09     1,80     2,93    -0,22    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43     1,64     2,91     1,60    -0,36    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,40     1,23     2,88     2,26    -0,34    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,40     1,28     2,91     1,93     0,06    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,07     1,35     2,91     2,55     0,13    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,40     1,35     2,91     2,55     0,14    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43     1,03     2,91     2,83     0,06    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,36     2,60     2,91     1,67    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43     2,26     2,91     2,38    -0,13    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,20     2,59     2,91     0,93    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43     0,57     2,91     2,46    -0,24    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43     0,05     0,80     0,80    -0,22    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,38     1,98     2,91     1,01    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,03     1,28     2,52     2,91     2,91     2,75     1,14    -0,34    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43     0,07     2,91     2,91     0,92    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43     0,20     2,76     2,91     1,72     0,70     1,67     2,77     2,91     1,50    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43     0,07     2,91     2,91     0,92    -0,43    -0,43    -0,43    -0,43    -0,43     0,70     2,77     2,91     1,72    -0,31    -0,43    -0,43     2,35     2,91     1,98    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,40     2,04     2,91     1,67    -0,43    -0,43    -0,43    -0,43     0,55     2,87     2,91     0,51    -0,38    -0,43    -0,43    -0,43     2,35     2,91     1,23    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43     1,03     2,91     2,73     0,52    -0,43    -0,43    -0,13     2,26     2,73     1,54    -0,36    -0,43    -0,43    -0,34     0,80     2,73     2,25    -0,11    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43     0,18     2,75     2,91     2,27     0,88    -0,16     2,22     2,91     1,61    -0,43    -0,43    -0,43    -0,43     1,10     2,91     2,37    -0,15    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43     1,52     2,91     2,91     2,91     2,87     2,91     2,81     1,44     1,43     1,43     1,43     2,59     2,68     1,51    -0,15    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,40     1,40     2,27     2,91     2,91     2,91     2,91     2,91     2,91     2,91     2,30     1,43     0,03    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,27     1,39     2,91     2,91     2,91     2,60     0,97     0,06    -0,26    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
-0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    -0,43    
